"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","beepvar3","A_rude_comp","E_quiet_comp","C_lazy_comp","N_relaxed_comp","N_depressed_comp","E_outgoing_comp","A_kind_comp","C_reliable_comp","N_worried_comp","SID2"
10413,38,3,14,55,1.16666666666667,5,1,3,1,1,4.5,5,2,35,1.17117117117117,3.13513513513514,2.02702702702703,3.86486486486486,1.08108108108108,3.05405405405405,4.48648648648649,4.02702702702703,2.05405405405405,10413
10414,41,3,14,55,3,2,4,4,2,4,3,3,3,37,1.45945945945946,3.58536585365854,2.8780487804878,3.53658536585366,2.14634146341463,2.68292682926829,3.64864864864865,3.53658536585366,2.39024390243902,10414
10389,44,3,14,55,2,3,3,3,1,3,3,3,3,42,1.55172413793103,3.5,2.63636363636364,2.86363636363636,1.61363636363636,2.15909090909091,2.48275862068966,3.54545454545455,2.97727272727273,10389
10379,12,3,14,55,1,2,3,3,1,3,4,4,2,11,1.5,3.08333333333333,2.75,3.5,1.75,3,2.8,3.25,1.91666666666667,10379
10324,25,3,14,55,1,4,4,4,1,3,3,3,1,25,1.29166666666667,2.8,2.8,4.12,1.08,3.48,3.20833333333333,3.24,1.72,10324
10338,54,3,14,55,1,3,5,4,1,2,2,4,1,49,1.34782608695652,3.12962962962963,3.05555555555556,3.38888888888889,1.77777777777778,2.74074074074074,2.41304347826087,3.85185185185185,2.38888888888889,10338
10359,43,3,14,55,1.29032258064516,5,2,3,1,3,4.7,5,1,39,1.3044846577498,3.78048780487805,1.80487804878049,3.36585365853659,1.92682926829268,2.58536585365854,4.74146341463415,4.4390243902439,2.19512195121951,10359
10386,54,3,14,55,3,2,4,4,2,3,3,4,2,50,1.93478260869565,3.01851851851852,2.42592592592593,2.88888888888889,2.2962962962963,2.66666666666667,3.60869565217391,4.62962962962963,2.51851851851852,10386
10367,52,3,14,55,1.05405405405405,5,3,3,2,1,4.24324324324324,3,3,49,1.05405405405405,4.40384615384615,2.07692307692308,3.07692307692308,1.55769230769231,1.55769230769231,4.24324324324324,3.86538461538462,2.69230769230769,10367
10340,4,3,14,55,2,1,3,2,1,5,3,5,3,3,1.25,2.75,2.25,2.25,1.25,3.25,3.75,4.75,3.5,10340
10365,54,3,14,55,1,3,2,3,1,4,3,4,3,49,1.20408163265306,3.55555555555556,2.12962962962963,3.85185185185185,1.33333333333333,2.57407407407407,3.59183673469388,4.09259259259259,2.55555555555556,10365
10381,21,3,14,55,2,5,3,4,1,3,4,5,2,19,1.4375,4,3,3.47619047619048,1.52380952380952,2.28571428571429,4.3125,4.14285714285714,2.33333333333333,10381
10318,44,3,14,55,1,5,2,3,2,1,2,5,4,41,1.33333333333333,3.59090909090909,2.95454545454545,3.38636363636364,2.43181818181818,2.61363636363636,3.47222222222222,3.86363636363636,3.04545454545455,10318
10320,40,3,14,55,1.66666666666667,5,5,3,2,1,2.8,3,2,40,1.66666666666667,3.25,2.6,2.625,2.525,2.4,2.8,3.275,2.95,10320
10317,48,3,14,55,2,3,2,3,1,3,4,3,3,47,1.89189189189189,3.36170212765957,2.06382978723404,2.70212765957447,1,2.97872340425532,3.59459459459459,3.31914893617021,3.14893617021277,10317
10308,53,3,14,55,1,4,3,4,1,4,4,5,3,48,1.06382978723404,2.52830188679245,1.66037735849057,4.41509433962264,1.07547169811321,4.13207547169811,4.61702127659574,4.79245283018868,2.20754716981132,10308
10260,32,3,14,55,2,2,1,5,1,4,2,4,3,28,1.51612903225806,2.9375,2.25,4.78125,1.03125,3.34375,2.54838709677419,4.1875,1.84375,10260
10315,47,3,14,55,1.09090909090909,3,1,3,1,4,3.86363636363636,4,1,46,1.09090909090909,2.85106382978723,1.78723404255319,2.82978723404255,1.51063829787234,3.38297872340426,3.86363636363636,4.06382978723404,2.06382978723404,10315
10288,53,3,14,55,1,3,2,5,1,4,5,4,1,51,1.17307692307692,3.05660377358491,2.22641509433962,3.69811320754717,1.47169811320755,2.73584905660377,4.23076923076923,3.66037735849057,2.22641509433962,10288
10299,42,3,14,55,1.8,5,1,5,2,1,1.43333333333333,5,1,42,1.8,3.57142857142857,2.71428571428571,4.04761904761905,1.73809523809524,1.73809523809524,1.43333333333333,3.61904761904762,2.0952380952381,10299
10316,51,3,14,55,2,3,1,4,2,3,5,4,2,48,1.45454545454545,3.58823529411765,2.01960784313725,4,1.50980392156863,2.43137254901961,3.09090909090909,3.84313725490196,1.70588235294118,10316
10289,53,3,14,55,2,3,4,3,1,2,3,4,2,49,2.04,3,2.54716981132075,3.07547169811321,1.64150943396226,2.92452830188679,3.22,4.18867924528302,2.84905660377358,10289
10274,57,3,14,55,1,2,2,3,1,3,5,5,1,52,1.225,3.3859649122807,1.66666666666667,3.68421052631579,1.31578947368421,2.47368421052632,4.325,4.54385964912281,2.31578947368421,10274
10314,54,3,14,55,1,2,5,4,2,3,4,4,2,49,1.38775510204082,2.64814814814815,2.2962962962963,3.44444444444444,1.46296296296296,3.16666666666667,3.81632653061224,3.94444444444444,2.33333333333333,10314
10313,50,3,14,55,2,5,2,3,2,2,4,3,4,47,1.62790697674419,3.94,2.58,2.7,2.58,2.46,3.86046511627907,3.42,3.44,10313
10270,52,3,14,55,1,3,2,4,1,4,4,4,1,48,1.18,2.75,2.26923076923077,3.73076923076923,1.34615384615385,3.21153846153846,4.02,4.13461538461539,1.57692307692308,10270
10266,26,3,14,55,2,1,1,5,1,4,4,5,1,25,1.1304347826087,2.76923076923077,2.57692307692308,3.73076923076923,1.07692307692308,2.73076923076923,3.79166666666667,3.73076923076923,1.65384615384615,10266
10251,24,3,14,55,1,2,1,5,1,5,5,5,1,24,1.22727272727273,3.16666666666667,2.04166666666667,3.875,1,2.45833333333333,3.5,4.16666666666667,1.20833333333333,10251
10272,50,3,14,55,1,5,3,3,1,4,4,5,2,46,1.95555555555556,3.7,3.44,2.6,2.26,2.42,3.2,2.96,3.04,10272
10236,50,3,14,55,1,2,4,5,1,4,5,3,1,47,1.30434782608696,2.98,2.22,3.64,1.26,2.9,3.34782608695652,4.22,1.98,10236
10250,9,3,14,55,1,5,1,2,1,1,3,4,2,9,1.125,2.55555555555556,2.66666666666667,3.88888888888889,1.11111111111111,2.88888888888889,3.625,4.22222222222222,2.11111111111111,10250
10241,55,3,14,55,1,3,5,4,3,3,2,3,3,53,1.13461538461538,3.87272727272727,3.41818181818182,2.69090909090909,3.49090909090909,1.89090909090909,2.23076923076923,3.01818181818182,2.76363636363636,10241
10234,46,3,14,55,1,5,3,2,2,2,1,3,3,41,1.85714285714286,4.43478260869565,3.5,2.80434782608696,2.52173913043478,1.8695652173913,2.57142857142857,2.23913043478261,3.02173913043478,10234
10227,47,3,14,55,2.59375,3,3,2,3,2,3.03125,2,3,42,2.59375,2.72340425531915,2.72340425531915,2.93617021276596,2.82978723404255,2.80851063829787,3.03125,2.95744680851064,2.97872340425532,10227
10222,53,3,14,55,1.17142857142857,5,3,4,1,1,2.94285714285714,4,1,48,1.17142857142857,3.75471698113208,2.58490566037736,3.62264150943396,1.13207547169811,2.35849056603774,2.94285714285714,3.33962264150943,1.60377358490566,10222
10217,59,3,14,55,1,4,1,3,1,2,2,5,3,54,1.03507728894174,3.31034482758621,1.74137931034483,2.55172413793103,1.46551724137931,1.67241379310345,2.2627824019025,4.8448275862069,2.62068965517241,10217
10213,45,3,14,55,1,5,1,5,1,1,5,5,3,44,1.16129032258065,3.33333333333333,2.08888888888889,4,1.17777777777778,2.66666666666667,4.26666666666667,4.22222222222222,1.71111111111111,10213
10208,47,3,14,55,1,3,4,5,1,4,4,4,2,42,1.81081081081081,3.70212765957447,2.42553191489362,4.21276595744681,1.21276595744681,2.59574468085106,3.51351351351351,3.59574468085106,1.87234042553191,10208
10181,53,3,14,55,1,3,2,3,2,3,3,3,4,53,1.54901960784314,2.88679245283019,2.37735849056604,3,1.79245283018868,2.88679245283019,2.98039215686275,3.26415094339623,2.60377358490566,10181
10184,53,3,14,55,1,3,2,3,1,4,5,5,3,53,1.30769230769231,3.39622641509434,2.69811320754717,3.58490566037736,1.18867924528302,2.43396226415094,3.97368421052632,3.9811320754717,2.49056603773585,10184
10174,35,3,14,55,1,4,3,2,2,2,3,3,5,35,1.25,3.31428571428571,3.2,3.17142857142857,2.11428571428571,2.54285714285714,3.42857142857143,2.91428571428571,2.45714285714286,10174
10172,50,3,14,55,2,4,2,3,3,3,3,4,3,46,1.92307692307692,3.52,3.28,3.56,1.3,2.32,3.20512820512821,3.5,1.76,10172
10175,44,3,14,55,1.71428571428571,3,2,2,3,2,2.39285714285714,4,3,41,1.71428571428571,3.47727272727273,2.90909090909091,3.09090909090909,2.97727272727273,2.09090909090909,2.39285714285714,3.34090909090909,2.72727272727273,10175
10173,41,3,14,55,1.41176470588235,5,4,4,1,1,3.38235294117647,3,1,41,1.41176470588235,2.95121951219512,2.73170731707317,4.02439024390244,1.1219512195122,2.78048780487805,3.38235294117647,4.1219512195122,1.58536585365854,10173
10155,49,3,14,55,2,4,4,4,1,3,4,3,1,44,1.86486486486486,3.57142857142857,3.26530612244898,3.71428571428571,1.75510204081633,2.85714285714286,3.40540540540541,3.30612244897959,2.02040816326531,10155
10153,54,3,14,55,1,5,1,4,2,1,3,5,3,54,1.11428571428571,3.85185185185185,2.38888888888889,3.46296296296296,2.77777777777778,1.77777777777778,3.22857142857143,3.72222222222222,2.46296296296296,10153
10150,48,3,14,55,1,3,1,1,2,3,5,4,2,48,1.02439024390244,3.29166666666667,2.83333333333333,3.8125,1.95833333333333,3.08333333333333,4.66666666666667,3.64583333333333,2.125,10150
10149,23,3,14,55,1,3,2,3,1,4,4,4,2,22,1.20909090909091,2.72727272727273,2.04545454545455,3.18181818181818,1.09090909090909,3.40909090909091,3.85,4,2.40909090909091,10149
10130,44,3,14,55,2,2,2,3,1,4,4,3,1,40,1.55555555555556,3.06818181818182,2.36363636363636,3.90909090909091,1.29545454545455,2.56818181818182,3.08333333333333,3.13636363636364,1.47727272727273,10130
10128,36,3,14,55,1,2,3,5,1,3,3,3,1,34,1.29411764705882,3.27777777777778,2.16666666666667,3.91666666666667,1.05555555555556,2.33333333333333,3.02941176470588,3.16666666666667,1.94444444444444,10128
10107,46,3,14,55,1,1,1,2,1,4,2,4,2,46,1.15555555555556,3.19565217391304,2.58695652173913,3.30434782608696,1.30434782608696,3.19565217391304,2.48888888888889,3.71739130434783,2.5,10107
10127,43,3,14,55,1,2,5,4,1,3,5,3,1,42,1.54936120789779,3.07142857142857,2.66666666666667,3.38095238095238,1.21428571428571,2.80952380952381,2.4006968641115,3.30952380952381,2.21428571428571,10127
10137,42,3,14,55,2,3,2,3,2,3,3,3,2,42,2.16666666666667,3.21428571428571,2.64285714285714,2.95238095238095,2.07142857142857,2.76190476190476,3.38888888888889,3.23809523809524,2.28571428571429,10137
10109,48,3,14,55,2,1,1,2,2,4,3,5,4,48,1.02272727272727,2.66666666666667,2.0625,4.04166666666667,1.04166666666667,3.79166666666667,4.18181818181818,4.72916666666667,1.375,10109
10136,50,3,14,55,2,2,2,3,2,3,4,4,2,45,1.71875,3.86,2.7,3.16,2.34,1.9,3.90625,3.8,2.12,10136
10124,50,3,14,55,1,2,1,5,1,5,5,5,1,50,1,3.56,2.54,4.2,1.2,2.54,4.3695652173913,2.96,1.3,10124
10134,23,3,14,55,2,4,2,2,2,3,4,3,2,23,1.125,4.34782608695652,3.1304347826087,3,1.82608695652174,1.56521739130435,3.625,3.17391304347826,2.43478260869565,10134
10113,47,3,14,55,1,4,2,3,2,3,4,4,2,47,1.54285714285714,3.23404255319149,1.93617021276596,3.38297872340426,1.65957446808511,3.38297872340426,3.71428571428571,4.02127659574468,2.14893617021277,10113
10108,32,3,14,55,1,5,3,3,3,1,2,3,4,32,1.8,2.96875,2.40625,3.9375,1.46875,3,3.1,3.375,1.9375,10108
10133,17,3,14,55,1,5,3,2,3,1,3,2,3,17,1.28571428571429,4,3.47058823529412,3.64705882352941,2.05882352941176,2.35294117647059,2.71428571428571,2.29411764705882,2,10133
101,42,3,14,55,2,4,3,3,3,2,2,3,3,42,1.96774193548387,3.19047619047619,3.14285714285714,3.04761904761905,2.61904761904762,2.5952380952381,2.2258064516129,3,2.85714285714286,101
10118,49,3,14,55,1.03225806451613,4,3,4,2,2,3.25806451612903,4,2,49,1.03225806451613,3.16326530612245,2.79591836734694,3.16326530612245,2.02040816326531,2.40816326530612,3.25806451612903,4.04081632653061,2.08163265306122,10118
10129,49,3,14,55,3,2,1,2,2,4,3,4,5,49,2,3.6530612244898,2.95918367346939,3.02040816326531,2.53061224489796,2.55102040816327,3.475,3.55102040816327,3.26530612244898,10129
10123,34,3,14,55,1,3,2,3,1,4,5,4,4,34,1.5625,2.76470588235294,2.61764705882353,2.61764705882353,1.55882352941176,2.91176470588235,3.45161290322581,3.76470588235294,3.23529411764706,10123
102,44,3,14,55,2,4,2,2,2,2,2,3,2,44,1.27027027027027,3.43181818181818,3.20454545454545,2.95454545454545,1.90909090909091,2.11363636363636,1.94594594594595,2.97727272727273,2.68181818181818,102
10125,33,3,14,55,1,2,4,4,1,4,4,3,2,33,1.51851851851852,2.93939393939394,2.39393939393939,2.81818181818182,2.24242424242424,2.84848484848485,3.11111111111111,3.45454545454545,2.75757575757576,10125
10117,40,3,14,55,2,3,3,3,3,3,3,3,3,37,2.1025641025641,2.4,2.2,3.05,1.975,3.825,3.23076923076923,3.7,2.35,10117
10111,54,3,14,55,1,2,4,5,1,3,4,4,1,51,1,3.14814814814815,2.72222222222222,3.85185185185185,1.22222222222222,2.98148148148148,3.75925925925926,3.94444444444444,2.05555555555556,10111
94,45,3,14,55,1.23809523809524,4,1,1,2,1,4.09523809523809,4,4,42,1.23809523809524,3.57777777777778,1.68888888888889,3.4,1.33333333333333,2.48888888888889,4.09523809523809,4.37777777777778,1.93333333333333,94
86,46,3,14,55,1,2,4,5,5,5,4,5,1,44,1.44117647058824,3.30434782608696,2.93478260869565,2.84782608695652,1.5,2.47826086956522,2.94285714285714,3.58695652173913,2.54347826086957,86
92,46,3,14,55,1.4,5,2,2,2,1,3.375,4,5,42,1.4,3.67391304347826,2.52173913043478,3.5,1.47826086956522,2.34782608695652,3.375,4.15217391304348,2.58695652173913,92
97,48,3,14,55,1,1,1,5,1,5,5,5,1,43,1.31034482758621,3.22916666666667,1.8125,4.35416666666667,1.75,2.77083333333333,4.62068965517241,4.97916666666667,1.60416666666667,97
87,55,3,14,55,1,3,1,3,1,2,3,3,3,51,1.38,2.98181818181818,1.38181818181818,3.25454545454545,1.03636363636364,2.29090909090909,2.86,3.65454545454545,2.43636363636364,87
81,34,3,14,55,3,2,2,4,2,4,4,4,2,32,2.09090909090909,3.17647058823529,2.85294117647059,3.44117647058824,2.11764705882353,3.26470588235294,3.39393939393939,3.26470588235294,2.52941176470588,81
23,43,3,14,55,1.16216216216216,5,1,3,3,1,3.75675675675676,5,1,39,1.16216216216216,3.37209302325581,1.81395348837209,4.2093023255814,1.13953488372093,3.13953488372093,3.75675675675676,4.09302325581395,1.3953488372093,23
59,27,3,14,55,2,4,1,3,1,2,3,5,2,24,1.16,3.81481481481481,2.07407407407407,3.74074074074074,1,2.55555555555556,3.32,4.81481481481481,1.48148148148148,59
52,38,3,14,55,2,4,3,2,2,2,3,4,3,34,1.72222222222222,2.81578947368421,2.23684210526316,3.55263157894737,1.52631578947368,3,3.36111111111111,3.73684210526316,2.07894736842105,52
18,36,3,14,55,1,2,3,4,1,5,5,5,2,36,1.02857142857143,2.5,1.94444444444444,4.16666666666667,1.08333333333333,3.25,3.8,4,1.80555555555556,18
32,48,3,14,55,1,5,4,5,2,2,3.80952380952381,3,2,48,1,3.66666666666667,2.47916666666667,3.9375,1.85416666666667,2.97916666666667,3.80952380952381,3.58333333333333,2.33333333333333,32
36,40,3,14,55,3,3,3,3,3,3,3,3,3,40,2.54285714285714,3.025,3.15,2.925,2.775,2.8,3.02857142857143,3.15,2.7,36
26,46,3,14,55,1,2,2,4,1,4,4,5,3,42,1.47619047619048,2.78260869565217,2.30434782608696,3.67391304347826,1.19565217391304,3.17391304347826,3.61904761904762,3.84782608695652,2.39130434782609,26
35,56,3,14,55,2,2,2,4,2,4,4,4,2,52,1.86666666666667,3.57142857142857,2.01785714285714,3.53571428571429,2.08928571428571,2.53571428571429,4.06818181818182,4.05357142857143,2.75,35
17,54,3,14,55,1,1,1,1,4,4,2,5,3,49,1.34090909090909,2.68518518518519,2.62962962962963,3.46296296296296,1.2962962962963,3.44444444444444,3.22727272727273,4.22222222222222,1.51851851851852,17
8,52,3,14,55,1,3,2,3,1,2,3,5,3,47,1,4.15384615384615,2.53846153846154,3.48076923076923,1.65384615384615,2.44230769230769,2.9,4,1.98076923076923,8
11,28,3,14,55,1,4,2,4,1,1,2,4,3,27,1.04,3.10714285714286,1.89285714285714,3.21428571428571,1.10714285714286,2.57142857142857,2.68,2.75,2.07142857142857,11
5,47,3,14,55,3,4,4,4,2,4,3,4,2,44,1.82051282051282,2.80851063829787,2.27659574468085,2.91489361702128,1.68085106382979,3.14893617021277,3.82051282051282,3.76595744680851,3.02127659574468,5
1,40,3,14,55,1,3,2,5,1,4,4,3,2,40,1.0625,4.025,2.625,3.775,1.85,2.225,3.625,3.7,2.275,1
10547,57,4,14,56,1.54545454545455,5,5,5,1,2,3.81818181818182,3,1,54,1.54545454545455,3.26315789473684,2.3859649122807,3.6140350877193,1.31578947368421,3.12280701754386,3.81818181818182,4.14035087719298,1.92982456140351,10547
10539,51,4,14,56,2,4,4,5,1,3,3,4,2,48,2.08333333333333,3.23529411764706,2.58823529411765,3.13725490196078,2.47058823529412,2.49019607843137,3.19444444444444,3.64705882352941,2.74509803921569,10539
10526,36,4,14,56,1,2,3,5,1,5,4,4,1,35,1.66666666666667,3.44444444444444,2.86111111111111,3.52777777777778,1.77777777777778,2.88888888888889,3.2,3.38888888888889,2.19444444444444,10526
10537,14,4,14,56,1,3,2,4,1,4,4,4,1,13,1,2.42857142857143,1.78571428571429,4,1,3.28571428571429,4,4.14285714285714,1,10537
10509,44,4,14,56,1,5,4,5,1,3,3,4,1,43,1.28947368421053,2.72727272727273,3.15909090909091,4.11363636363636,1.36363636363636,3.47727272727273,3.21052631578947,3.93181818181818,2.43181818181818,10509
10515,46,4,14,56,1.45161290322581,5,5,4,1,1,2.93548387096774,3,1,42,1.45161290322581,3.8695652173913,3.10869565217391,3.47826086956522,1.06521739130435,2.30434782608696,2.93548387096774,3.82608695652174,1.8695652173913,10515
10535,41,4,14,56,1.36666666666667,4,4,4,2,2,2.83333333333333,3,1,39,1.36666666666667,3.46341463414634,2.70731707317073,3.63414634146341,1.82926829268293,2.4390243902439,2.83333333333333,3.21951219512195,2.09756097560976,10535
10542,19,4,14,56,1,1,1,4,2,3,4,3,3,17,1.29411764705882,3.15789473684211,1.36842105263158,3.84210526315789,1.47368421052632,2.68421052631579,3.23529411764706,3.57894736842105,2.15789473684211,10542
10528,44,4,14,56,1,2,2,4,1,4,3,4,2,41,1.2,3.06818181818182,2.25,3.25,1.36363636363636,2.84090909090909,3.325,3.5,1.63636363636364,10528
10398,12,4,14,56,1.28571428571429,5,2,3,2,2,3.85714285714286,3,3,11,1.28571428571429,3.5,2.5,3.41666666666667,1.58333333333333,2.5,3.85714285714286,3.5,2.33333333333333,10398
10512,23,4,14,56,1.25,5,5,5,2,1,4,3,2,20,1.25,2.95652173913043,2.73913043478261,3.69565217391304,1.8695652173913,2.60869565217391,4,3.34782608695652,2.30434782608696,10512
10517,57,4,14,56,2,5,4,3,4,1,3,4,1,53,1.72727272727273,3.82456140350877,3.45614035087719,3.71929824561404,2.14035087719298,2.45614035087719,4.06818181818182,4.03508771929825,1.52631578947368,10517
10485,37,4,14,56,2,2,3,3,1,4,4,3,2,34,1.60184331797235,2.68571428571429,2.57142857142857,3.62857142857143,1.31428571428571,3.54285714285714,3.65714285714286,3.6,1.88571428571429,10485
10494,56,4,14,56,1,1,1,3,1,4,5,5,1,51,1.11978609625668,3.65454545454545,1.54545454545455,3.29090909090909,1.41818181818182,2.27272727272727,4.04171122994652,4.01818181818182,2.38181818181818,10494
10476,10,4,14,56,1,3,2,4,1,5,4,4,2,10,1,3.1,3.5,3.5,1.2,3.6,3.77777777777778,4.1,2.5,10476
10466,55,4,14,56,1.76315789473684,4,5,3,1,1,2.21052631578947,1,3,52,1.76315789473684,3.6,3.25454545454545,3.32727272727273,1.72727272727273,2.14545454545455,2.21052631578947,3.03636363636364,2.61818181818182,10466
10472,59,4,14,56,1,3,4,5,1,2,3,5,1,55,1.04347826086957,3.22033898305085,2.13559322033898,4.42372881355932,1,2.45762711864407,1.47826086956522,4.72881355932203,1.35593220338983,10472
10479,36,4,14,56,2,2,2,4,1,3,3,3,2,36,1.73333333333333,3,3.13888888888889,3.69444444444444,1.44444444444444,2.69444444444444,3.3,3.44444444444444,2.16666666666667,10479
10492,32,4,14,56,1,2,1,5,1,5,4,4,1,30,1.22222222222222,2.65625,2.03125,3.375,1.09375,3.5625,3.81481481481481,3.71875,1.9375,10492
10490,57,4,14,56,1.45833333333333,3,3,3,1,1,3.33333333333333,3,1,53,1.45833333333333,3.29824561403509,2.70175438596491,3.14035087719298,1.15789473684211,2.08771929824561,3.33333333333333,3.10526315789474,1.45614035087719,10490
10452,55,4,14,56,1,2,1,5,1,5,5,5,1,52,1.41666666666667,3.16363636363636,2.18181818181818,4.4,1.14545454545455,3,2.97959183673469,4.6,1.72727272727273,10452
10493,47,4,14,56,1,4,1,3,1,3,5,5,5,45,1.5,3.25531914893617,2.72340425531915,3.72340425531915,1.34042553191489,2.95744680851064,3.6304347826087,4.53191489361702,1.87234042553191,10493
10451,25,4,14,56,1,1,5,5,1,4,4,5,3,25,1.4,2.6,1.96,4.68,1.4,4.28,4.4,4.6,1.68,10451
10459,43,4,14,56,2,5,1,2,2,3,4,3,3,41,2,3.18604651162791,2.90697674418605,2.6046511627907,2.6046511627907,2.3953488372093,3.92682926829268,3.37209302325581,3.04651162790698,10459
10448,52,4,14,56,1,2,3,4,1,4,4,4,1,48,1.02311111111111,3.08,2.16,2.98,1.32,2.8,3.83511111111111,4.24,2.36,10448
10449,47,4,14,56,1.20512820512821,3,1,1,3,1,3.94871794871795,3,4,44,1.20512820512821,2.25531914893617,1.87234042553191,3.21276595744681,1.36170212765957,3.46808510638298,3.94871794871795,4.38297872340426,2,10449
10445,40,4,14,56,2,5,5,3,2,1,5,5,4,37,1.13888888888889,4.075,2.425,2.5,2.35,2.725,4.72222222222222,4.775,3.525,10445
10438,57,4,14,56,1,2,1,4,1,5,4,4,1,53,1.11764705882353,3.01754385964912,2.10526315789474,4.21052631578947,1.71929824561404,3.3859649122807,4.11764705882353,4.31578947368421,1.7719298245614,10438
10397,55,4,14,56,2,4,2,2,2,2,4,3,3,52,1.58333333333333,3.45454545454545,2.10909090909091,3.18181818181818,1.89090909090909,2.30909090909091,3.85416666666667,4.29090909090909,2.56363636363636,10397
10432,59,4,14,56,1,2,3,4,1,4,5,5,1,55,1.14893617021277,3.25423728813559,2.3728813559322,3.67796610169492,1.06779661016949,2.77966101694915,3.91489361702128,4.71186440677966,1.64406779661017,10432
10437,47,4,14,60,3,2,2,4,2,4,3,4,2,46,1.51111111111111,3.23404255319149,2.48936170212766,3.36170212765957,2.06382978723404,3.02127659574468,3.4,3.36170212765957,2.87234042553191,10437
10422,28,4,14,56,2,2,3,4,1,3,3,1,3,26,1.75,3.42857142857143,2.53571428571429,3.32142857142857,1.35714285714286,2.78571428571429,3.25,3.25,2.42857142857143,10422
10441,30,4,14,56,1.09090909090909,3,3,3,3,3,2.68181818181818,3,5,28,1.09415584415584,3.67857142857143,2.89285714285714,2.28571428571429,2.92857142857143,2,2.63474025974026,4,3.82142857142857,10441
10277,56,4,14,56,1,2,3,5,1,3,5,5,1,54,1,3.07142857142857,1.60714285714286,3.82142857142857,1.07142857142857,2.75,4.78846153846154,4.80357142857143,1.41071428571429,10277
10372,52,4,14,56,1,4,1,4,2,3,5,3,3,50,1.7027027027027,3.76923076923077,3,3.03846153846154,2.25,2.07692307692308,2.51351351351351,3.19230769230769,3.09615384615385,10372
10366,55,4,14,56,1,2,4,5,1,5,5,5,2,51,1,3.03636363636364,2.29090909090909,3.98181818181818,1.18181818181818,3.90909090909091,4.81481481481481,4.87272727272727,2.36363636363636,10366
10411,44,4,14,56,2,2,2,5,1,3,4,4,1,42,1.5,2.93181818181818,2,3.95454545454545,1.52272727272727,3.15909090909091,3.80952380952381,4.22727272727273,2.02272727272727,10411
10352,43,4,14,56,3,2,1,2,1,4,3,3,3,41,1.33333333333333,2.93023255813953,1.7906976744186,3.69767441860465,1.58139534883721,3.46511627906977,3.30952380952381,4.02325581395349,2.67441860465116,10352
10412,30,4,14,56,1,2,1,1,1,3,3,4,3,28,1.60714285714286,2.76666666666667,1.23333333333333,2.4,1.2,3.03333333333333,3.39285714285714,3.46666666666667,2.9,10412
10413,38,4,14,56,1,2,1,5,1,5,5,5,1,36,1.17117117117117,3.13513513513514,2.02702702702703,3.86486486486486,1.08108108108108,3.05405405405405,4.48648648648649,4.02702702702703,2.05405405405405,10413
10414,41,4,14,56,1,3,2,3,3,3,4,3,3,38,1.45945945945946,3.58536585365854,2.8780487804878,3.53658536585366,2.14634146341463,2.68292682926829,3.64864864864865,3.53658536585366,2.39024390243902,10414
10342,53,4,14,56,1.225,3,3,3,2,1,4,5,3,50,1.225,4.0377358490566,3,3.71698113207547,1.79245283018868,3.11320754716981,4,4.73584905660377,2.20754716981132,10342
10374,15,4,14,56,1,4,3,4,1,4,3,3,2,11,1.91758241758242,3.42857142857143,2.14285714285714,3.28571428571429,1.42857142857143,2.78571428571429,2.89285714285714,3.35714285714286,2.78571428571429,10374
10338,54,4,14,56,2,3,4,5,2,2,2,4,1,50,1.34782608695652,3.12962962962963,3.05555555555556,3.38888888888889,1.77777777777778,2.74074074074074,2.41304347826087,3.85185185185185,2.38888888888889,10338
10359,43,4,14,56,2,5,3,4,2,3,5,4,2,40,1.3044846577498,3.78048780487805,1.80487804878049,3.36585365853659,1.92682926829268,2.58536585365854,4.74146341463415,4.4390243902439,2.19512195121951,10359
10386,54,4,14,56,2,2,3,4,2,4,4,5,2,51,1.93478260869565,3.01851851851852,2.42592592592593,2.88888888888889,2.2962962962963,2.66666666666667,3.60869565217391,4.62962962962963,2.51851851851852,10386
10331,21,4,14,56,1.4,5,5,5,2,2,3.5,3,2,20,1.4,3.04761904761905,2.42857142857143,4.09523809523809,1.04761904761905,3.42857142857143,3.5,3.28571428571429,1.71428571428571,10331
10378,44,4,14,56,1.97368421052632,5,3,4,1,1,2.34210526315789,2,2,43,1.97368421052632,3.38636363636364,2.72727272727273,2.20454545454545,1.93181818181818,2.22727272727273,2.34210526315789,3.61363636363636,3.70454545454545,10378
10327,32,4,14,56,3,3,3,2,2,3,3,4,2,29,1.62068965517241,2.4375,2.09375,3.4375,1.90625,3.21875,3.55172413793103,4.125,1.96875,10327
10318,44,4,14,56,1.33333333333333,5,2,2,3,1,3.47222222222222,4,4,42,1.33333333333333,3.59090909090909,2.95454545454545,3.38636363636364,2.43181818181818,2.61363636363636,3.47222222222222,3.86363636363636,3.04545454545455,10318
10365,54,4,14,56,1.20408163265306,5,3,5,2,1,3.59183673469388,3,3,50,1.20408163265306,3.55555555555556,2.12962962962963,3.85185185185185,1.33333333333333,2.57407407407407,3.59183673469388,4.09259259259259,2.55555555555556,10365
10308,53,4,14,56,1.06382978723404,5,1,3,1,1,4.61702127659574,5,3,49,1.06382978723404,2.52830188679245,1.66037735849057,4.41509433962264,1.07547169811321,4.13207547169811,4.61702127659574,4.79245283018868,2.20754716981132,10308
